OBJECTID,INCNUM,INCIDENT_TYPE,SERVICE_TYPE,SOURCE,OCCURRED_DT,OCCURRED_TM,UDTEXT24A,UDTEXT24B,UDTEXT24C,UDTEXT24D,ALG_CLASS,ALLEGATION,FINDING,ADDR_TXT,STREET_N,STREET,STREET_T,STREET_G,CITY,CITNUM,RACE,SEX,CIT_AGE,OFFNUM,OFF_RACE,OFF_SEX,OFF_AGE,OFF_YR_EMPLOY,LINKNUM
3634,7760,Citizen Complaint,Not Applicable,CPCO (Informal),2015/03/31,,RESERVES,PLATOON 1,SQUAD 1,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,3300,Meridian,Street,N,Indianapolis,3482,White,Male,59,775,White,Male,73,42,15-635
3635,7760,Citizen Complaint,Not Applicable,CPCO (Informal),2015/03/31,,RESERVES,PLATOON 1,SQUAD 1,,Citizen Interaction,Indecent or lewd language,Not Sustained,Incident Location,3300,Meridian,Street,N,Indianapolis,3482,White,Male,59,775,White,Male,73,42,15-635
3636,7771,Citizen Complaint,Off-Duty Employment,CPCO (Formal),2015/03/21,12:20:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,831,Broadripple ,Avenue,,Indianapolis,3488,Black,Female,40,2591,White,Male,52,15,15-015
3637,7771,Citizen Complaint,Off-Duty Employment,CPCO (Formal),2015/03/21,12:20:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,,Substandard Performance,Act or ommission contrary to the obectives of the department,Not Sustained,Incident Location,831,Broadripple ,Avenue,,Indianapolis,3488,Black,Female,40,2591,White,Male,52,15,15-015
3638,7771,Citizen Complaint,Off-Duty Employment,CPCO (Formal),2015/03/21,12:20:00,OPERATIONS DIVISION,EAST DISTRICT,ED LATE SHIFT,,Bias-Based Profiling,Race,Not Sustained,Incident Location,831,Broadripple ,Avenue,,Indianapolis,3488,Black,Female,40,2591,White,Male,52,15,15-015
3639,7773,Citizen Complaint,Not Applicable,CPCO (Informal),2015/03/31,12:30:00,OPERATIONS DIVISION,NORTHWEST DISTRICT,NW LATE SHIFT,,Vehicle Operation,Speeding,Not Sustained,Incident Location,1750,Interstate 465 (west),,N,Indianapolis,3491,White,Male,,2876,White,Male,34,5,15-636
3640,7779,Citizen Complaint,Call For Service,CPCO (Formal),2015/03/27,16:48:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,Failure to request a supervisor when a citizen desires to make a complaint,Exonerated,Incident Location,4450,Marcy,Lane,,Indianapolis,3494,White,Female,35,2902,White,Male,33,5,15-016
3641,7779,Citizen Complaint,Call For Service,CPCO (Formal),2015/03/27,16:48:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Neglect of Duty,Failure to take proper law enforcement action,Exonerated,Incident Location,4450,Marcy,Lane,,Indianapolis,3494,White,Female,35,2902,White,Male,33,5,15-016
3642,7779,Citizen Complaint,Call For Service,CPCO (Formal),2015/03/27,16:48:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,Failure to request a supervisor when a citizen desires to make a complaint,Exonerated,Incident Location,4450,Marcy,Lane,,Indianapolis,3494,White,Female,35,2902,White,Male,33,5,I150862108
3643,7779,Citizen Complaint,Call For Service,CPCO (Formal),2015/03/27,16:48:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Neglect of Duty,Failure to take proper law enforcement action,Exonerated,Incident Location,4450,Marcy,Lane,,Indianapolis,3494,White,Female,35,2902,White,Male,33,5,I150862108
3644,7779,Citizen Complaint,Call For Service,CPCO (Formal),2015/03/27,16:48:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,Failure to request a supervisor when a citizen desires to make a complaint,Exonerated,Incident Location,4450,Marcy,Lane,,Indianapolis,3494,White,Female,35,2902,White,Male,33,5,I150872281
3645,7779,Citizen Complaint,Call For Service,CPCO (Formal),2015/03/27,16:48:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Neglect of Duty,Failure to take proper law enforcement action,Exonerated,Incident Location,4450,Marcy,Lane,,Indianapolis,3494,White,Female,35,2902,White,Male,33,5,I150872281
3646,7779,Citizen Complaint,Call For Service,CPCO (Formal),2015/03/27,16:48:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,Failure to request a supervisor when a citizen desires to make a complaint,Exonerated,Incident Location,4450,Marcy,Lane,,Indianapolis,3494,White,Female,35,2902,White,Male,33,5,I150872872
3647,7779,Citizen Complaint,Call For Service,CPCO (Formal),2015/03/27,16:48:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Neglect of Duty,Failure to take proper law enforcement action,Exonerated,Incident Location,4450,Marcy,Lane,,Indianapolis,3494,White,Female,35,2902,White,Male,33,5,I150872872
3648,7779,Citizen Complaint,Call For Service,CPCO (Formal),2015/03/27,16:48:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,Failure to request a supervisor when a citizen desires to make a complaint,Exonerated,Incident Location,4450,Marcy,Lane,,Indianapolis,3494,White,Female,35,2902,White,Male,33,5,I150872872
3649,7779,Citizen Complaint,Call For Service,CPCO (Formal),2015/03/27,16:48:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Neglect of Duty,Failure to take proper law enforcement action,Exonerated,Incident Location,4450,Marcy,Lane,,Indianapolis,3494,White,Female,35,2902,White,Male,33,5,I150872872
3650,7779,Citizen Complaint,Call For Service,CPCO (Formal),2015/03/27,16:48:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,Failure to request a supervisor when a citizen desires to make a complaint,Exonerated,Incident Location,4450,Marcy,Lane,,Indianapolis,3494,White,Female,35,2902,White,Male,33,5,DP15-032580
3651,7779,Citizen Complaint,Call For Service,CPCO (Formal),2015/03/27,16:48:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Neglect of Duty,Failure to take proper law enforcement action,Exonerated,Incident Location,4450,Marcy,Lane,,Indianapolis,3494,White,Female,35,2902,White,Male,33,5,DP15-032580
3652,7780,Citizen Complaint,Call For Service,CPCO (Formal),2015/03/30,16:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,DAY SHIFT 2ND RC,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,2119,Shelburne,Drive,,Indianapolis,3495,Black,Female,45,2042,Hispanic,Male,42,11,15-017
3653,7780,Citizen Complaint,Call For Service,CPCO (Formal),2015/03/30,16:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND DAY SHIFT,DAY SHIFT 2ND RC,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,2119,Shelburne,Drive,,Indianapolis,3495,Black,Female,45,2042,Hispanic,Male,42,11,I150871656
3654,7858,Citizen Complaint,Assisting a Citizen,CPCO (Informal),2015/03/16,08:21:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT 2ND RC,Use of Force,Unreasonable Force (Handcuff Marks),Exonerated,Incident Location,8627,Zephyr,Drive,,Indianapolis,3553,Unknown,Male,49,1361,White,Male,36,13,15-639
3655,7858,Citizen Complaint,Assisting a Citizen,CPCO (Informal),2015/03/16,08:21:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT 2ND RC,Use of Force,Unreasonable Force (Other),Exonerated,Incident Location,8627,Zephyr,Drive,,Indianapolis,3553,Unknown,Male,49,1361,White,Male,36,13,15-639
3656,7858,Citizen Complaint,Assisting a Citizen,CPCO (Informal),2015/03/16,08:21:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT 2ND RC,Use of Force,Unreasonable Force (Handcuff Marks),Exonerated,Incident Location,8627,Zephyr,Drive,,Indianapolis,3553,Unknown,Male,49,1361,White,Male,36,13,I150750603
3657,7858,Citizen Complaint,Assisting a Citizen,CPCO (Informal),2015/03/16,08:21:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT 2ND RC,Use of Force,Unreasonable Force (Other),Exonerated,Incident Location,8627,Zephyr,Drive,,Indianapolis,3553,Unknown,Male,49,1361,White,Male,36,13,I150750603
3658,7902,Citizen Complaint,Not Applicable,CPCO (Informal),2015/04/03,14:00:00,HOMELAND SECURITY DIVISION,HOMELAND SECURITY BUREAU/TRAFFIC,TRAFFIC ENFORCEMENT SECTION,TRAFFIC ENFORCEMENT UNIT,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,327 ,Meridian,Street,S,Indianapolis,3580,White,Male,,2942,White,Male,50,14,15-637
3659,7904,Citizen Complaint,Not Applicable,CPCO (Informal),2015/04/08,08:45:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Citizen Interaction,Indecent or lewd gestures(s),Unfounded,Incident Location,1500,Interstate 465 (south),,W,Indianapolis,3581,Unknown,Male,,2351,White,Male,41,13,15-629
3660,7904,Citizen Complaint,Not Applicable,CPCO (Informal),2015/04/08,08:45:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW DAY SHIFT,SW DAY SHIFT,Vehicle Operation,Aggressive or unsafe driving,Unfounded,Incident Location,1500,Interstate 465 (south),,W,Indianapolis,3581,Unknown,Male,,2351,White,Male,41,13,15-629
3661,7962,Citizen Complaint,Not Applicable,CPCO (Informal),2015/04/09,08:18:00,OPERATIONS DIVISION,EAST DISTRICT,Fto Section,,Vehicle Operation,Texting while driving,Not Sustained,Incident Location,500,Interstate 465 (south),,E,Indianapolis,3622,Unknown,Female,,578,White,Male,46,20,15-640
3662,8028,Citizen Complaint,Not Applicable,CPCO (Formal),2015/03/21,16:00:00,OFFICE OF THE CHIEF,COMMUNITY AFFAIRS BRANCH,YOUTH INITIATIVES,SQUAD #2,Breach of Discipline,Conduct detrimental to the efficient operation and/or general discipline of the department,Unfounded,Incident Location,3626,Rock Maple ,Drive,,Indianapolis,3667,Black,Female,53,1468,Black,Female,39,14,15-018
3663,8042,Citizen Complaint,Traffic Stop,CPCO (Informal),2015/04/15,10:30:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY SHIFT,SE DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,550,Interstate 65 (N/B),,N,Indianapolis,3673,White,Male,,816,White,Male,47,16,I151051038
3664,8042,Citizen Complaint,Traffic Stop,CPCO (Informal),2015/04/15,10:30:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY SHIFT,SE DAY SHIFT,Vehicle Operation,Inappropriate uniform or appearance,Not Sustained,Incident Location,550,Interstate 65 (N/B),,N,Indianapolis,3673,White,Male,,816,White,Male,47,16,I151051038
3665,8042,Citizen Complaint,Traffic Stop,CPCO (Informal),2015/04/15,10:30:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY SHIFT,SE DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,550,Interstate 65 (N/B),,N,Indianapolis,3673,White,Male,,816,White,Male,47,16,66208225
3666,8042,Citizen Complaint,Traffic Stop,CPCO (Informal),2015/04/15,10:30:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY SHIFT,SE DAY SHIFT,Vehicle Operation,Inappropriate uniform or appearance,Not Sustained,Incident Location,550,Interstate 65 (N/B),,N,Indianapolis,3673,White,Male,,816,White,Male,47,16,66208225
3667,8042,Citizen Complaint,Traffic Stop,CPCO (Informal),2015/04/15,10:30:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY SHIFT,SE DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,550,Interstate 65 (N/B),,N,Indianapolis,3673,White,Male,,816,White,Male,47,16,49G13-1504-OV-017012
3668,8042,Citizen Complaint,Traffic Stop,CPCO (Informal),2015/04/15,10:30:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY SHIFT,SE DAY SHIFT,Vehicle Operation,Inappropriate uniform or appearance,Not Sustained,Incident Location,550,Interstate 65 (N/B),,N,Indianapolis,3673,White,Male,,816,White,Male,47,16,49G13-1504-OV-017012
3669,8042,Citizen Complaint,Traffic Stop,CPCO (Informal),2015/04/15,10:30:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY SHIFT,SE DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,550,Interstate 65 (N/B),,N,Indianapolis,3673,White,Male,,816,White,Male,47,16,15-641
3670,8042,Citizen Complaint,Traffic Stop,CPCO (Informal),2015/04/15,10:30:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE DAY SHIFT,SE DAY SHIFT,Vehicle Operation,Inappropriate uniform or appearance,Not Sustained,Incident Location,550,Interstate 65 (N/B),,N,Indianapolis,3673,White,Male,,816,White,Male,47,16,15-641
3671,8073,Citizen Complaint,Not Applicable,CPCO (Informal),2015/04/16,14:00:00,CRIMINAL INVESTIGATION DIVISION,DOMESTIC & SEX VIOLENCE,SEX OFFENSE SECTION,SEX OFFENSE UNIT (DAY TACT),Vehicle Operation,Aggressive or unsafe driving,Not Sustained,Incident Location,250,Interstate 70,,W,Indianapolis,3704,Unknown,Male,,293,White,Male,41,14,15-642
3672,8086,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/15,15:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,Failure to make a report when approached by a citizen,Sustained,Incident Location,4912,Lemans,Drive,,Indianapolis,3711,Black,Female,26,3180,White,Male,33,6,15-019
3673,8086,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/15,15:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,Failure to make a report when approached by a citizen,Sustained,Incident Location,4912,Lemans,Drive,,Indianapolis,3711,Black,Female,26,3180,White,Male,33,6,I151041770
3674,8086,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/15,15:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,Failure to make a report when approached by a citizen,Sustained,Incident Location,4912,Lemans,Drive,,Indianapolis,3711,Black,Female,26,3180,White,Male,33,6,CO2015-037
3675,8086,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/15,15:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,4912,Lemans,Drive,,Indianapolis,3711,Black,Female,26,530,White,Male,46,18,15-019
3676,8086,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/15,15:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,Failure to make a report when approached by a citizen,Sustained,Incident Location,4912,Lemans,Drive,,Indianapolis,3711,Black,Female,26,530,White,Male,46,18,15-019
3677,8086,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/15,15:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Sustained,Incident Location,4912,Lemans,Drive,,Indianapolis,3711,Black,Female,26,530,White,Male,46,18,15-019
3678,8086,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/15,15:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,4912,Lemans,Drive,,Indianapolis,3711,Black,Female,26,530,White,Male,46,18,I151041770
3679,8086,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/15,15:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,Failure to make a report when approached by a citizen,Sustained,Incident Location,4912,Lemans,Drive,,Indianapolis,3711,Black,Female,26,530,White,Male,46,18,I151041770
3680,8086,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/15,15:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Sustained,Incident Location,4912,Lemans,Drive,,Indianapolis,3711,Black,Female,26,530,White,Male,46,18,I151041770
3681,8086,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/15,15:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,4912,Lemans,Drive,,Indianapolis,3711,Black,Female,26,530,White,Male,46,18,CO2015-037
3682,8086,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/15,15:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Citizen Interaction,Failure to make a report when approached by a citizen,Sustained,Incident Location,4912,Lemans,Drive,,Indianapolis,3711,Black,Female,26,530,White,Male,46,18,CO2015-037
3683,8086,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/15,15:00:00,OPERATIONS DIVISION,NORTH DISTRICT,ND MIDDLE SHIFT,,Violation of Any Rule,"Failure to obey all orders, rules, regulations, policies, and SOPs",Sustained,Incident Location,4912,Lemans,Drive,,Indianapolis,3711,Black,Female,26,530,White,Male,46,18,CO2015-037
3684,8112,Citizen Complaint,Investigation,CPCO (Formal),2015/03/22,15:00:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,,Neglect of Duty,"Failure to make and turn in all reports promptly, accurately, and completely in conformity with department orders.",Exonerated,Incident Location,2300,Stop 11,Road,E,Indianapolis,3723,White,Male,48,2175,White,Male,34,7,15-023
3685,8112,Citizen Complaint,Investigation,CPCO (Formal),2015/03/22,15:00:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,2300,Stop 11,Road,E,Indianapolis,3723,White,Male,48,2175,White,Male,34,7,15-023
3686,8112,Citizen Complaint,Investigation,CPCO (Formal),2015/03/22,15:00:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,,Substandard Performance,Act or ommission contrary to the obectives of the department,Not Sustained,Incident Location,2300,Stop 11,Road,E,Indianapolis,3723,White,Male,48,2175,White,Male,34,7,15-023
3687,8112,Citizen Complaint,Investigation,CPCO (Formal),2015/03/22,15:00:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,,Neglect of Duty,"Failure to make and turn in all reports promptly, accurately, and completely in conformity with department orders.",Exonerated,Incident Location,2300,Stop 11,Road,E,Indianapolis,3723,White,Male,48,2175,White,Male,34,7,I150811575
3688,8112,Citizen Complaint,Investigation,CPCO (Formal),2015/03/22,15:00:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,2300,Stop 11,Road,E,Indianapolis,3723,White,Male,48,2175,White,Male,34,7,I150811575
3689,8112,Citizen Complaint,Investigation,CPCO (Formal),2015/03/22,15:00:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,,Substandard Performance,Act or ommission contrary to the obectives of the department,Not Sustained,Incident Location,2300,Stop 11,Road,E,Indianapolis,3723,White,Male,48,2175,White,Male,34,7,I150811575
3690,8112,Citizen Complaint,Investigation,CPCO (Formal),2015/03/22,15:00:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,,Neglect of Duty,"Failure to make and turn in all reports promptly, accurately, and completely in conformity with department orders.",Exonerated,Incident Location,2300,Stop 11,Road,E,Indianapolis,3723,White,Male,48,2175,White,Male,34,7,DP15-030007
3691,8112,Citizen Complaint,Investigation,CPCO (Formal),2015/03/22,15:00:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,2300,Stop 11,Road,E,Indianapolis,3723,White,Male,48,2175,White,Male,34,7,DP15-030007
3692,8112,Citizen Complaint,Investigation,CPCO (Formal),2015/03/22,15:00:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,,Substandard Performance,Act or ommission contrary to the obectives of the department,Not Sustained,Incident Location,2300,Stop 11,Road,E,Indianapolis,3723,White,Male,48,2175,White,Male,34,7,DP15-030007
3693,8112,Citizen Complaint,Investigation,CPCO (Formal),2015/03/22,15:00:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,,Neglect of Duty,"Failure to make and turn in all reports promptly, accurately, and completely in conformity with department orders.",Exonerated,Incident Location,2300,Stop 11,Road,E,Indianapolis,3723,White,Male,48,2175,White,Male,34,7,902418939
3694,8112,Citizen Complaint,Investigation,CPCO (Formal),2015/03/22,15:00:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,,Citizen Interaction,"Rude, demeaning, or affronting language",Not Sustained,Incident Location,2300,Stop 11,Road,E,Indianapolis,3723,White,Male,48,2175,White,Male,34,7,902418939
3695,8112,Citizen Complaint,Investigation,CPCO (Formal),2015/03/22,15:00:00,OPERATIONS DIVISION,SOUTHEAST DISTRICT,SE MIDDLE SHIFT,,Substandard Performance,Act or ommission contrary to the obectives of the department,Not Sustained,Incident Location,2300,Stop 11,Road,E,Indianapolis,3723,White,Male,48,2175,White,Male,34,7,902418939
3696,19361,Citizen Complaint,Call For Service,CPCO (Informal),2016/09/08,11:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,2500,Keystone,Avenue,S,Indianapolis,11239,Black,Female,,1157,White,Male,44,17,17-611
3697,19361,Citizen Complaint,Call For Service,CPCO (Informal),2016/09/08,11:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Substandard Performance,Inability or unwillingness to perform assigned duties.,Exonerated,Incident Location,2500,Keystone,Avenue,S,Indianapolis,11239,Black,Female,,1157,White,Male,44,17,17-611
3698,19361,Citizen Complaint,Call For Service,CPCO (Informal),2016/09/08,11:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,2500,Keystone,Avenue,S,Indianapolis,11239,Black,Female,,1157,White,Male,44,17,DP16-108823
3699,19361,Citizen Complaint,Call For Service,CPCO (Informal),2016/09/08,11:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Substandard Performance,Inability or unwillingness to perform assigned duties.,Exonerated,Incident Location,2500,Keystone,Avenue,S,Indianapolis,11239,Black,Female,,1157,White,Male,44,17,DP16-108823
3700,19361,Citizen Complaint,Call For Service,CPCO (Informal),2016/09/08,11:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Citizen Interaction,"Rude, demeaning, or affronting language",Exonerated,Incident Location,2500,Keystone,Avenue,S,Indianapolis,11239,Black,Female,,1157,White,Male,44,17,I162521192
3701,19361,Citizen Complaint,Call For Service,CPCO (Informal),2016/09/08,11:00:00,OPERATIONS DIVISION,EAST DISTRICT,ED DETECTIVE SECTION,ED DETECTIVE DAY SHIFT,Substandard Performance,Inability or unwillingness to perform assigned duties.,Exonerated,Incident Location,2500,Keystone,Avenue,S,Indianapolis,11239,Black,Female,,1157,White,Male,44,17,I162521192
3702,8132,Citizen Complaint,Investigation,CPCO (Formal),2015/04/16,10:00:00,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,CRIMINAL INTERDICTION SECTION,CRIMINAL INTERDICTION UNIT,Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,800,Eugene,Street,,Indianapolis,3740,Black,Male,34,502,White,Male,46,21,15-021
3703,8132,Citizen Complaint,Investigation,CPCO (Formal),2015/04/16,10:00:00,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,CRIMINAL INTERDICTION SECTION,CRIMINAL INTERDICTION UNIT,Use of Force,Unreasonable Force (Other),Unfounded,Incident Location,800,Eugene,Street,,Indianapolis,3740,Black,Male,34,502,White,Male,46,21,15-021
3704,8132,Citizen Complaint,Investigation,CPCO (Formal),2015/04/16,10:00:00,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,CRIMINAL INTERDICTION SECTION,CRIMINAL INTERDICTION UNIT,Bias-Based Profiling,Race,Exonerated,Incident Location,800,Eugene,Street,,Indianapolis,3740,Black,Male,34,502,White,Male,46,21,15-021
3705,8132,Citizen Complaint,Investigation,CPCO (Formal),2015/04/16,10:00:00,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,CRIMINAL INTERDICTION SECTION,CRIMINAL INTERDICTION UNIT,Citizen Interaction,"Rude, demeaning, or affronting language",Unfounded,Incident Location,800,Eugene,Street,,Indianapolis,3740,Black,Male,34,502,White,Male,46,21,I151061080
3706,8132,Citizen Complaint,Investigation,CPCO (Formal),2015/04/16,10:00:00,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,CRIMINAL INTERDICTION SECTION,CRIMINAL INTERDICTION UNIT,Use of Force,Unreasonable Force (Other),Unfounded,Incident Location,800,Eugene,Street,,Indianapolis,3740,Black,Male,34,502,White,Male,46,21,I151061080
3707,8132,Citizen Complaint,Investigation,CPCO (Formal),2015/04/16,10:00:00,CRIMINAL INVESTIGATION DIVISION,COVERT INVESTIGATIONS,CRIMINAL INTERDICTION SECTION,CRIMINAL INTERDICTION UNIT,Bias-Based Profiling,Race,Exonerated,Incident Location,800,Eugene,Street,,Indianapolis,3740,Black,Male,34,502,White,Male,46,21,I151061080
3708,8133,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/09,23:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,1101 ,Winfield,Avenue,,Indianapolis,3743,Black,Male,27,1959,White,Male,43,11,15-022
3709,8133,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/09,23:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,1101 ,Winfield,Avenue,,Indianapolis,3743,Black,Male,27,1959,White,Male,43,11,I150993541
3710,8133,Citizen Complaint,Call For Service,CPCO (Formal),2015/04/09,23:00:00,OPERATIONS DIVISION,SOUTHWEST DISTRICT,SW LATE SHIFT,,Use of Force,"Unreasonable Force (Hands, Fists, Feet)",Exonerated,Incident Location,1101 ,Winfield,Avenue,,Indianapolis,3743,Black,Male,27,1959,White,Male,43,11,DP15-037574
